ip,city,country,region
72.179.189.66,San Antonio,US,Texas
166.251.112.225,San Antonio,US,Texas
24.26.235.149,San Antonio,US,Texas
67.79.222.107,San Antonio,US,Texas
24.243.18.90,San Antonio,US,Texas
166.251.106.189,San Antonio,US,Texas
172.58.99.40,Houston,US,Texas
173.174.177.48,San Antonio,US,Texas
64.148.251.171,San Antonio,US,Texas
129.115.195.22,San Antonio,US,Texas
64.134.148.108,San Antonio,US,Texas
129.115.195.34,San Antonio,US,Texas
64.134.155.129,Travis Ranch,US,Texas
172.56.7.179,Dallas,US,Texas
173.174.220.17,San Antonio,US,Texas
172.56.14.146,Houston,US,Texas
165.225.48.86,Washington,US,"Washington, D.C."
67.10.154.68,San Antonio,US,Texas
68.81.93.120,Philadelphia,US,Pennsylvania
174.225.136.248,Newark,US,New Jersey
165.225.48.90,Washington,US,"Washington, D.C."
70.94.160.147,San Antonio,US,Texas
45.31.212.88,San Antonio,US,Texas
174.207.15.228,Cleveland,US,Ohio
38.140.212.203,Austin,US,Texas
148.66.37.82,San Antonio,US,Texas
104.148.30.54,Los Angeles,US,California
174.255.130.141,Dallas,US,Texas
97.123.26.103,Rio Rancho,US,New Mexico
107.77.219.231,Houston,US,Texas
69.153.19.127,San Antonio,US,Texas
70.125.178.113,Crystal City,US,Texas
75.35.140.23,Fort Worth,US,Texas
76.250.148.104,San Antonio,US,Texas
199.10.64.84,Houston,US,Texas
97.123.183.37,Las Cruces,US,New Mexico
99.132.130.148,San Antonio,US,Texas
185.247.70.4,Dallas,US,Texas
185.247.70.76,Dallas,US,Texas
64.44.81.84,Denver,US,Colorado
99.61.24.168,San Antonio,US,Texas
72.191.19.45,San Antonio,US,Texas
107.77.219.64,Houston,US,Texas
104.190.242.24,San Antonio,US,Texas
24.243.17.137,San Antonio,US,Texas
66.69.60.160,San Antonio,US,Texas
75.41.19.157,San Antonio,US,Texas
174.207.24.226,Cleveland,US,Ohio
66.25.166.124,San Antonio,US,Texas
70.113.107.71,Austin,US,Texas
66.69.76.167,San Antonio,US,Texas
70.121.182.158,San Antonio,US,Texas
172.127.182.225,San Antonio,US,Texas
172.56.7.6,Dallas,US,Texas
12.162.134.81,San Antonio,US,Texas
67.11.131.55,San Antonio,US,Texas
68.206.251.51,San Antonio,US,Texas
104.189.72.26,San Antonio,US,Texas
71.42.105.170,San Antonio,US,Texas
71.42.105.171,San Antonio,US,Texas
174.207.16.237,Cleveland,US,Ohio
71.42.105.172,San Antonio,US,Texas
65.43.113.131,San Antonio,US,Texas
174.207.23.167,Cleveland,US,Ohio
76.185.135.244,San Antonio,US,Texas
107.77.221.76,Houston,US,Texas
67.10.128.187,San Antonio,US,Texas
70.118.9.107,San Antonio,US,Texas
69.232.103.179,San Antonio,US,Texas
107.77.219.47,Houston,US,Texas
71.42.105.182,San Antonio,US,Texas
64.250.4.125,Floresville,US,Texas
107.77.222.224,Lovelady,US,Texas
71.42.105.167,San Antonio,US,Texas
40.141.115.69,Austin,US,Texas
107.77.220.195,Houston,US,Texas
71.42.105.146,San Antonio,US,Texas
107.77.218.195,Houston,US,Texas
107.77.217.47,Houston,US,Texas
108.207.130.89,San Antonio,US,Texas
70.120.80.21,San Antonio,US,Texas
104.53.215.7,San Antonio,US,Texas
66.25.149.223,Schertz,US,Texas
107.77.221.42,Houston,US,Texas
107.77.219.49,Houston,US,Texas
107.77.221.36,Houston,US,Texas
107.77.217.166,Kirbyville,US,Texas
174.207.5.16,Cleveland,US,Ohio
107.77.217.37,Houston,US,Texas
172.56.6.41,Dallas,US,Texas
107.77.218.77,Houston,US,Texas
75.1.145.2,San Antonio,US,Texas
76.250.156.19,Kenedy,US,Texas
24.243.22.68,San Antonio,US,Texas
107.77.220.90,Houston,US,Texas
107.77.218.210,Houston,US,Texas
172.56.7.186,Dallas,US,Texas
107.77.217.49,Houston,US,Texas
107.77.217.214,Kirbyville,US,Texas
107.77.222.231,Lovelady,US,Texas
107.200.109.74,Fort Worth,US,Texas
76.185.236.152,San Antonio,US,Texas
107.77.222.64,Houston,US,Texas
107.77.218.8,Houston,US,Texas
174.207.20.223,Cleveland,US,Ohio
174.207.0.141,Cleveland,US,Ohio
97.79.141.50,Austin,US,Texas
107.77.221.153,Houston,US,Texas
107.77.220.106,Houston,US,Texas
107.77.220.176,Houston,US,Texas
69.154.52.90,San Antonio,US,Texas
107.77.219.190,Houston,US,Texas
172.58.107.74,Dallas,US,Texas
172.58.110.151,Dallas,US,Texas
72.180.149.37,Weslaco,US,Texas
172.58.107.187,Dallas,US,Texas
107.77.222.127,Houston,US,Texas
173.173.250.160,Brownsville,US,Texas
72.179.250.94,Laredo,US,Texas
172.58.110.145,Dallas,US,Texas
107.77.222.159,Lovelady,US,Texas
172.58.109.140,Dallas,US,Texas
24.243.20.85,San Antonio,US,Texas
72.190.173.219,San Antonio,US,Texas
172.58.107.204,Dallas,US,Texas
172.58.107.66,Dallas,US,Texas
12.71.181.245,San Antonio,US,Texas
68.252.68.142,San Antonio,US,Texas
172.58.107.0,Dallas,US,Texas
66.69.110.179,Carrollton,US,Texas
107.77.217.10,Houston,US,Texas
71.78.61.162,Sachse,US,Texas
209.182.242.18,Boerne,US,Texas
68.206.254.17,San Antonio,US,Texas
24.175.229.211,San Antonio,US,Texas
173.175.109.205,San Antonio,US,Texas
72.205.214.27,Pensacola,US,Florida
172.58.99.111,Houston,US,Texas
66.68.149.199,Woodcreek,US,Texas
72.190.128.167,San Antonio,US,Texas
76.186.54.220,Woodcreek,US,Texas
97.105.165.178,San Antonio,US,Texas
70.113.50.67,Austin,US,Texas
70.117.5.148,San Antonio,US,Texas
172.56.7.129,Dallas,US,Texas
172.58.111.5,Dallas,US,Texas
70.123.201.199,San Antonio,US,Texas
70.117.8.118,San Antonio,US,Texas
89.187.164.77,Dallas,US,Texas
70.94.181.28,Euless,US,Texas
70.121.153.24,San Antonio,US,Texas
67.10.128.179,San Antonio,US,Texas
72.181.104.49,San Antonio,US,Texas
89.187.164.168,Dallas,US,Texas
89.187.164.162,Dallas,US,Texas
89.187.164.76,Dallas,US,Texas
67.11.218.22,San Antonio,US,Texas
99.203.212.122,San Jose,US,California
70.94.150.75,San Antonio,US,Texas
76.255.12.121,San Antonio,US,Texas
216.82.129.193,Seguin,US,Texas
72.190.184.30,San Antonio,US,Texas
70.123.202.50,San Antonio,US,Texas
89.187.164.134,Dallas,US,Texas
66.69.122.35,New Braunfels,US,Texas
99.203.212.200,San Jose,US,California
76.198.205.14,San Antonio,US,Texas
99.137.88.24,San Antonio,US,Texas
89.187.164.130,Dallas,US,Texas
89.187.164.132,Dallas,US,Texas
89.187.164.145,Dallas,US,Texas
173.123.163.49,Conroe,US,Texas
173.174.191.137,San Antonio,US,Texas
104.191.10.15,San Antonio,US,Texas
162.71.236.108,Tyler,US,Texas
136.50.54.38,San Antonio,US,Texas
70.125.148.96,San Antonio,US,Texas
96.8.198.155,New Braunfels,US,Texas
89.187.164.146,Dallas,US,Texas
71.136.255.148,San Antonio,US,Texas
107.77.217.168,Kirbyville,US,Texas
70.123.195.48,San Antonio,US,Texas
72.177.228.146,San Antonio,US,Texas
206.109.23.139,Floresville,US,Texas
67.10.166.10,San Antonio,US,Texas
89.187.164.167,Dallas,US,Texas
72.190.172.10,San Antonio,US,Texas
89.187.164.165,Dallas,US,Texas
68.201.192.3,New Braunfels,US,Texas
89.187.164.133,Dallas,US,Texas
89.187.164.163,Dallas,US,Texas
89.187.164.79,Dallas,US,Texas
89.187.164.75,Dallas,US,Texas
107.77.221.160,Houston,US,Texas
67.11.111.87,San Antonio,US,Texas
89.187.164.74,Dallas,US,Texas
89.187.164.78,Dallas,US,Texas
107.77.221.136,Houston,US,Texas
130.45.24.15,San Antonio,US,Texas
73.14.59.241,Denver,US,Colorado
99.203.90.211,Houston,US,Texas
99.203.91.58,Houston,US,Texas
107.77.220.130,Houston,US,Texas
89.187.164.135,Dallas,US,Texas
162.194.246.150,San Antonio,US,Texas
89.187.164.150,Dallas,US,Texas
89.187.164.131,Dallas,US,Texas
89.187.164.147,Dallas,US,Texas
89.187.164.136,Dallas,US,Texas
89.187.164.129,Dallas,US,Texas
67.11.212.182,San Antonio,US,Texas
89.187.164.151,Dallas,US,Texas
89.187.164.149,Dallas,US,Texas
89.187.164.166,Dallas,US,Texas
104.223.91.55,Atlanta,US,Georgia
66.154.110.205,Atlanta,US,Georgia
161.129.70.3,Atlanta,US,Georgia
104.223.95.92,Atlanta,US,Georgia
104.223.91.53,Atlanta,US,Georgia
104.223.95.94,Atlanta,US,Georgia
107.150.30.22,Atlanta,US,Georgia
104.129.24.36,Atlanta,US,Georgia
89.187.164.164,Dallas,US,Texas
189.156.27.111,Los Parques,MX,Nuevo León
89.187.164.161,Dallas,US,Texas
107.77.217.126,Houston,US,Texas
189.156.60.242,Saltillo,MX,Coahuila
201.163.149.250,Mexico City,MX,Mexico City
68.203.199.194,San Antonio,US,Texas
24.26.250.41,San Antonio,US,Texas
107.77.221.196,Houston,US,Texas
66.194.160.106,El Paso,US,Texas
99.202.73.143,Atlanta,US,Georgia
107.242.125.8,Dallas,US,Texas
166.128.126.112,Lakeland,US,Florida
89.187.164.152,Dallas,US,Texas
208.54.86.244,New York City,US,New York
130.45.62.247,San Antonio,US,Texas
69.232.48.130,San Antonio,US,Texas
107.77.222.171,Lovelady,US,Texas
172.8.173.98,San Antonio,US,Texas
174.206.2.148,Roanoke,US,Virginia
172.85.165.138,Dallas,US,Texas
99.203.90.147,Houston,US,Texas
96.66.54.118,Allen Park,US,Michigan
24.160.145.169,Seguin,US,Texas
173.174.212.216,Arlington,US,Texas
12.232.254.62,Oakland,US,California
174.207.24.245,Cleveland,US,Ohio
89.187.164.148,Dallas,US,Texas
174.207.25.219,Cleveland,US,Ohio
107.77.220.191,Houston,US,Texas
76.185.227.82,San Antonio,US,Texas
174.207.22.2,Austin,US,Texas
107.77.220.214,Houston,US,Texas
50.84.152.78,San Antonio,US,Texas
172.56.7.208,Dallas,US,Texas
75.131.8.233,Atlanta,US,Georgia
74.3.157.69,Winnipeg,CA,Manitoba
70.117.19.13,San Antonio,US,Texas
216.82.131.133,Seguin,US,Texas
166.251.106.102,San Antonio,US,Texas
72.177.232.192,San Antonio,US,Texas
166.251.109.223,San Antonio,US,Texas
70.117.59.30,San Antonio,US,Texas
174.207.17.181,San Antonio,US,Texas
174.207.8.123,Cleveland,US,Ohio
107.128.5.96,Woodcreek,US,Texas
70.123.55.55,Austin,US,Texas
174.207.5.143,Cleveland,US,Ohio
31.14.72.10,Mexico City,MX,Mexico City
174.207.14.251,Cleveland,US,Ohio
107.77.221.40,Houston,US,Texas
96.8.131.77,Canyon Lake,US,Texas
64.183.232.242,San Antonio,US,Texas
107.77.222.8,Houston,US,Texas
70.114.56.233,San Antonio,US,Texas
107.77.222.131,Lovelady,US,Texas
174.207.2.122,Cleveland,US,Ohio
31.14.72.25,Mexico City,MX,Mexico City
31.14.72.31,Mexico City,MX,Mexico City
31.14.72.32,Mexico City,MX,Mexico City
174.207.24.231,Cleveland,US,Ohio
107.77.221.116,Houston,US,Texas
31.14.72.26,Mexico City,MX,Mexico City
174.207.11.139,Cleveland,US,Ohio
166.251.106.216,San Antonio,US,Texas
173.173.109.125,San Antonio,US,Texas
31.14.72.17,Mexico City,MX,Mexico City
31.14.72.18,Mexico City,MX,Mexico City
31.14.72.19,Mexico City,MX,Mexico City
72.181.112.251,San Antonio,US,Texas
75.54.33.109,San Antonio,US,Texas
50.202.129.130,Romulus,US,Michigan
206.121.37.170,Detroit,US,Michigan
174.207.34.2,Cleveland,US,Ohio
169.57.90.139,Dallas,US,Texas
174.207.15.137,Cleveland,US,Ohio
107.77.219.173,Houston,US,Texas
66.68.28.182,Austin,US,Texas
174.207.8.153,Cleveland,US,Ohio
107.77.196.38,Dallas,US,Texas
174.207.23.41,Cleveland,US,Ohio
99.203.154.89,Houston,US,Texas
107.77.217.69,Houston,US,Texas
174.207.14.75,Cleveland,US,Ohio
107.77.219.171,Houston,US,Texas
72.191.26.144,San Antonio,US,Texas
107.136.68.158,Kansas City,US,Kansas
67.79.98.186,San Antonio,US,Texas
72.128.151.210,San Antonio,US,Texas
107.77.189.21,Houston,US,Texas
172.58.99.18,Houston,US,Texas
172.127.182.0,San Antonio,US,Texas
172.58.102.228,Oklahoma City,US,Oklahoma
172.58.99.142,Houston,US,Texas
107.77.189.9,Houston,US,Texas
172.58.110.156,Dallas,US,Texas
97.77.227.131,Dallas,US,Texas
174.207.3.54,Cleveland,US,Ohio
174.246.198.233,Austin,US,Texas
174.207.16.65,Cleveland,US,Ohio
174.207.15.176,Cleveland,US,Ohio
107.77.189.33,Houston,US,Texas
107.77.189.49,Houston,US,Texas
162.197.40.243,San Antonio,US,Texas
107.77.218.48,Houston,US,Texas
67.11.38.56,San Antonio,US,Texas
99.154.3.0,San Antonio,US,Texas
67.10.161.67,San Antonio,US,Texas
174.207.0.103,Cleveland,US,Ohio
174.246.197.129,Austin,US,Texas
72.179.185.12,San Antonio,US,Texas
107.77.189.63,Houston,US,Texas
130.45.68.158,San Antonio,US,Texas
66.69.57.38,San Antonio,US,Texas
108.211.88.21,Dallas,US,Texas
107.77.169.55,Houston,US,Texas
172.124.67.93,San Antonio,US,Texas
162.248.14.168,Sherman,US,Texas
174.246.161.224,Austin,US,Texas
156.146.38.132,Dallas,US,Texas
212.102.40.17,Dallas,US,Texas
212.102.40.134,Dallas,US,Texas
24.26.241.169,San Antonio,US,Texas
89.187.164.81,Dallas,US,Texas
73.153.77.234,Denver,US,Colorado
47.218.59.57,Abilene,US,Texas
67.11.215.110,San Antonio,US,Texas
76.185.173.254,San Antonio,US,Texas
107.77.196.224,Dallas,US,Texas
67.10.213.134,El Paso,US,Texas
172.58.107.229,Dallas,US,Texas
107.77.201.226,Dallas,US,Texas
24.160.141.134,San Antonio,US,Texas
99.66.104.96,Schertz,US,Texas
136.50.22.155,San Antonio,US,Texas
136.50.97.29,San Antonio,US,Texas
172.58.102.240,Oklahoma City,US,Oklahoma
136.50.110.0,San Antonio,US,Texas
67.10.164.55,San Antonio,US,Texas
136.50.104.251,San Antonio,US,Texas
67.11.115.125,San Antonio,US,Texas
172.8.173.224,San Antonio,US,Texas
173.175.104.33,McAllen,US,Texas
71.42.196.114,Arlington,US,Texas
70.226.109.182,San Antonio,US,Texas
172.124.64.127,San Antonio,US,Texas
216.110.79.11,Dallas,US,Texas
108.174.80.231,Lakehills,US,Texas
174.207.21.10,Cleveland,US,Ohio
67.10.174.4,San Antonio,US,Texas
136.50.49.145,San Antonio,US,Texas
67.11.120.157,San Antonio,US,Texas
173.149.142.35,San Antonio,US,Texas
208.54.86.133,New York City,US,New York
70.226.110.58,San Antonio,US,Texas
166.251.109.48,San Antonio,US,Texas
99.98.32.97,San Antonio,US,Texas
130.45.33.133,San Antonio,US,Texas
70.117.31.136,San Antonio,US,Texas
72.181.117.73,San Antonio,US,Texas
66.69.81.250,San Antonio,US,Texas
76.211.181.33,San Antonio,US,Texas
67.11.82.11,San Antonio,US,Texas
70.123.225.30,San Antonio,US,Texas
173.127.7.219,Houston,US,Texas
173.127.93.78,Opelousas,US,Louisiana
136.50.54.2,San Antonio,US,Texas
71.78.109.210,New Braunfels,US,Texas
99.158.246.101,San Antonio,US,Texas
107.132.82.186,San Antonio,US,Texas
173.173.105.24,San Antonio,US,Texas
172.56.7.16,Dallas,US,Texas
96.8.151.49,New Braunfels,US,Texas
70.123.161.21,San Antonio,US,Texas
64.108.32.10,Dallas,US,Texas
172.56.7.112,Dallas,US,Texas
166.251.109.196,San Antonio,US,Texas
172.58.103.191,Houston,US,Texas
71.41.242.68,Corpus Christi,US,Texas
172.14.106.31,San Antonio,US,Texas
98.6.147.203,San Antonio,US,Texas
209.6.64.234,Boston,US,Massachusetts
67.11.138.10,San Antonio,US,Texas
99.158.247.1,San Antonio,US,Texas
208.54.86.240,New York City,US,New York
67.10.164.203,San Antonio,US,Texas
172.58.110.227,Dallas,US,Texas
166.251.101.2,San Antonio,US,Texas
12.97.187.16,San Antonio,US,Texas
75.4.99.66,San Antonio,US,Texas
172.58.110.148,Dallas,US,Texas
172.58.107.104,Dallas,US,Texas
172.58.96.115,Houston,US,Texas
172.58.70.158,Dallas,US,Texas
107.77.220.85,Houston,US,Texas
66.25.146.95,San Antonio,US,Texas
12.97.187.13,San Antonio,US,Texas
12.97.187.15,San Antonio,US,Texas
166.251.109.240,San Antonio,US,Texas
107.77.222.99,Houston,US,Texas
172.58.107.139,Dallas,US,Texas
107.77.218.4,Houston,US,Texas
107.77.218.92,Houston,US,Texas
96.8.130.165,New Braunfels,US,Texas
71.42.230.162,San Antonio,US,Texas
67.78.73.114,Schertz,US,Texas
67.11.124.64,San Antonio,US,Texas
107.77.222.219,Lovelady,US,Texas
67.79.62.147,Round Rock,US,Texas
172.58.107.182,Dallas,US,Texas
107.77.218.153,Houston,US,Texas
89.187.175.48,Dallas,US,Texas
162.219.176.244,Toronto,CA,Ontario
96.8.130.139,Gonzales,US,Texas
172.58.107.174,Dallas,US,Texas
196.247.56.62,Toronto,CA,Ontario
185.145.38.235,Mumbai,IN,Maharashtra
45.248.77.99,Sydney,AU,New South Wales
184.75.208.254,Toronto,CA,Ontario
196.196.192.52,Dublin,IE,Leinster
173.127.40.25,Sugar Land,US,Texas
172.58.111.141,Dallas,US,Texas
173.127.77.151,Fort Worth,US,Texas
89.187.175.105,Dallas,US,Texas
103.137.12.164,Brisbane,AU,Queensland
96.46.160.21,San Antonio,US,Texas
174.246.161.148,Midland,US,Texas
172.98.66.4,Toronto,CA,Ontario
72.181.103.19,San Antonio,US,Texas
185.153.179.81,Vancouver,CA,British Columbia
131.194.188.33,San Antonio,US,Texas
107.77.218.203,Houston,US,Texas
72.89.254.8,New York City,US,New York
73.34.177.179,Breckenridge,US,Colorado
24.90.204.177,New York City,US,New York
72.191.48.117,San Antonio,US,Texas
47.25.103.90,Carson City,US,Nevada
107.77.221.166,Houston,US,Texas
24.227.144.238,San Antonio,US,Texas
50.84.153.254,New Braunfels,US,Texas
50.84.77.251,Plano,US,Texas
104.200.138.33,Toronto,CA,Ontario
107.77.201.86,Dallas,US,Texas
107.206.133.57,El Paso,US,Texas
107.77.199.23,Dallas,US,Texas
12.97.187.12,San Antonio,US,Texas
172.98.66.16,Toronto,CA,Ontario
98.6.204.179,San Antonio,US,Texas
71.78.189.122,Austin,US,Texas
107.77.221.66,Houston,US,Texas
107.77.221.14,Houston,US,Texas
12.97.187.252,San Antonio,US,Texas
129.115.195.42,San Antonio,US,Texas
129.115.195.45,San Antonio,US,Texas
96.8.130.195,New Braunfels,US,Texas
129.115.195.10,San Antonio,US,Texas
129.115.195.14,San Antonio,US,Texas
107.77.217.99,Houston,US,Texas
67.11.141.218,San Antonio,US,Texas
107.77.217.70,Houston,US,Texas
107.77.217.39,Houston,US,Texas
96.8.130.209,New Braunfels,US,Texas
76.184.210.61,McKinney,US,Texas
173.232.243.3,Dallas,US,Texas
107.77.221.189,Houston,US,Texas
184.75.223.44,Toronto,CA,Ontario
70.123.228.86,New Braunfels,US,Texas
104.254.95.84,Toronto,CA,Ontario
107.77.222.225,Lovelady,US,Texas
107.77.222.197,Lovelady,US,Texas
173.174.248.10,San Antonio,US,Texas
174.207.0.84,Cleveland,US,Ohio
12.132.197.125,San Antonio,US,Texas
98.158.243.104,Dallas,US,Texas
67.79.36.55,San Antonio,US,Texas
96.8.130.193,New Braunfels,US,Texas
167.24.104.154,San Antonio,US,Texas
187.201.71.67,Guadalajara,MX,Jalisco
174.207.4.226,Cleveland,US,Ohio
12.131.11.26,Freer,US,Texas
187.201.77.208,Guadalajara,MX,Jalisco
50.207.193.221,Mount Laurel,US,New Jersey
50.207.193.220,Mount Laurel,US,New Jersey
174.207.12.122,Cleveland,US,Ohio
66.69.157.64,Wichita Falls,US,Texas
174.244.80.215,Schertz,US,Texas
68.206.101.245,San Antonio,US,Texas
45.26.51.187,San Francisco,US,California
96.8.130.251,New Braunfels,US,Texas
73.163.186.32,Washington,US,"Washington, D.C."
174.207.4.87,Cleveland,US,Ohio
174.244.81.91,Lubbock,US,Texas
174.197.6.43,Austin,US,Texas
96.8.130.240,New Braunfels,US,Texas
174.197.4.51,Austin,US,Texas
70.120.6.34,San Antonio,US,Texas
174.244.81.146,Lakeway,US,Texas
96.8.130.148,New Braunfels,US,Texas
67.78.112.162,San Antonio,US,Texas
107.77.222.187,Lovelady,US,Texas
50.207.115.213,Mahtomedi,US,Minnesota
107.77.222.132,Lovelady,US,Texas
66.68.173.97,Kyle,US,Texas
129.115.195.26,San Antonio,US,Texas
76.193.64.119,San Antonio,US,Texas
96.8.130.197,New Braunfels,US,Texas
173.174.142.84,New Braunfels,US,Texas
24.54.121.33,Marble Falls,US,Texas
174.197.9.102,Austin,US,Texas
70.120.28.245,San Antonio,US,Texas
96.8.130.252,New Braunfels,US,Texas
99.48.228.201,San Antonio,US,Texas
172.58.107.107,Dallas,US,Texas
96.8.130.167,New Braunfels,US,Texas
50.206.173.154,Houston,US,Texas
70.112.123.248,Kyle,US,Texas
97.79.128.78,San Antonio,US,Texas
99.100.172.39,San Antonio,US,Texas
72.178.121.51,Lancaster,US,Texas
23.118.235.0,San Antonio,US,Texas
67.11.169.7,San Antonio,US,Texas
72.181.116.205,San Antonio,US,Texas
70.121.205.5,San Antonio,US,Texas
24.243.7.150,San Antonio,US,Texas
76.211.177.61,San Antonio,US,Texas
99.184.63.30,San Antonio,US,Texas
66.25.173.125,San Antonio,US,Texas
107.77.217.129,Kirbyville,US,Texas
70.121.199.78,San Antonio,US,Texas
96.8.178.32,Boerne,US,Texas
24.243.20.159,San Antonio,US,Texas
68.207.65.153,San Antonio,US,Texas
107.77.222.175,Lovelady,US,Texas
99.100.170.238,San Antonio,US,Texas
174.207.6.110,Cleveland,US,Ohio
107.77.217.144,Kirbyville,US,Texas
12.252.48.110,San Antonio,US,Texas
72.191.48.208,San Antonio,US,Texas
107.77.218.109,Houston,US,Texas
108.199.117.188,San Antonio,US,Texas
107.77.218.158,Houston,US,Texas
76.185.128.151,San Antonio,US,Texas
174.206.26.70,McKinney,US,Texas
174.206.18.197,Roanoke,US,Virginia
174.206.24.69,Henderson,US,Texas
96.8.178.202,Boerne,US,Texas
174.207.2.195,Cleveland,US,Ohio
71.81.176.46,Fort Worth,US,Texas
174.207.25.229,Cleveland,US,Ohio
174.207.1.195,Cleveland,US,Ohio
173.174.169.114,San Antonio,US,Texas
107.77.219.80,Houston,US,Texas
70.123.164.223,San Antonio,US,Texas
174.207.6.56,Cleveland,US,Ohio
107.77.222.97,Houston,US,Texas
97.79.147.122,San Antonio,US,Texas
107.77.220.219,Houston,US,Texas
71.40.4.250,San Antonio,US,Texas
45.21.32.233,San Antonio,US,Texas
104.53.202.72,San Antonio,US,Texas
70.121.171.212,San Antonio,US,Texas
107.77.221.227,Houston,US,Texas
107.77.221.97,Houston,US,Texas
107.77.221.32,Houston,US,Texas
107.77.217.140,Kirbyville,US,Texas
72.181.117.187,San Antonio,US,Texas
107.77.219.48,Houston,US,Texas
174.207.15.244,Cleveland,US,Ohio
66.25.154.64,New Braunfels,US,Texas
107.77.217.156,Kirbyville,US,Texas
24.227.244.110,San Antonio,US,Texas
96.8.130.92,San Antonio,US,Texas
67.10.169.200,San Antonio,US,Texas
107.77.218.184,Houston,US,Texas
174.207.15.221,Cleveland,US,Ohio
98.6.141.91,San Antonio,US,Texas
107.77.218.22,Houston,US,Texas
174.207.14.66,Cleveland,US,Ohio
107.77.217.67,Houston,US,Texas
107.77.220.54,Houston,US,Texas
174.207.17.114,Cleveland,US,Ohio
174.207.26.100,Rankin,US,Texas
107.77.217.6,Houston,US,Texas
72.178.188.133,McAllen,US,Texas
174.207.10.43,Cleveland,US,Ohio
99.203.22.39,Jacksonville,US,Florida
130.45.50.55,San Antonio,US,Texas
107.77.219.210,Houston,US,Texas
97.77.146.130,The Colony,US,Texas
172.58.107.237,Dallas,US,Texas
108.239.184.194,San Antonio,US,Texas
107.77.219.209,Houston,US,Texas
107.77.219.141,Houston,US,Texas
174.207.8.218,Cleveland,US,Ohio
174.207.2.208,Cleveland,US,Ohio
107.77.220.183,Houston,US,Texas
107.77.217.63,Houston,US,Texas
72.180.171.13,Brownsville,US,Texas
189.140.41.75,Reynosa,MX,Tamaulipas
189.140.49.80,Reynosa,MX,Tamaulipas
172.58.107.163,Dallas,US,Texas
172.58.110.234,Dallas,US,Texas
172.58.107.44,Dallas,US,Texas
198.98.87.16,Sealy,US,Texas
172.58.110.215,Dallas,US,Texas
107.77.218.64,Houston,US,Texas
107.77.218.99,Houston,US,Texas
107.77.222.85,Houston,US,Texas
174.246.194.48,Austin,US,Texas
107.77.189.15,Houston,US,Texas
72.191.58.78,San Antonio,US,Texas
107.77.189.64,Houston,US,Texas
107.77.218.145,Houston,US,Texas
107.77.219.25,Houston,US,Texas
96.8.130.11,San Antonio,US,Texas
174.246.196.23,Austin,US,Texas
107.77.217.211,Kirbyville,US,Texas
174.207.12.102,Cleveland,US,Ohio
173.174.164.88,San Antonio,US,Texas
174.207.5.31,Cleveland,US,Ohio
173.127.44.65,Lake Charles,US,Louisiana
174.207.5.154,Cleveland,US,Ohio
96.8.178.42,Boerne,US,Texas
96.8.130.0,San Antonio,US,Texas
174.207.15.91,Cleveland,US,Ohio
107.77.189.47,Houston,US,Texas
96.8.177.189,Boerne,US,Texas
107.77.189.40,Houston,US,Texas
174.207.1.54,Cleveland,US,Ohio
96.8.178.119,Boerne,US,Texas
174.207.17.170,San Antonio,US,Texas
24.170.93.9,Laredo,US,Texas
70.123.93.201,Laredo,US,Texas
172.58.67.252,Dallas,US,Texas
172.58.67.194,Dallas,US,Texas
172.58.102.237,Oklahoma City,US,Oklahoma
172.58.107.176,Dallas,US,Texas
66.69.41.190,San Antonio,US,Texas
67.11.201.94,San Antonio,US,Texas
96.8.178.61,Boerne,US,Texas
68.95.172.10,Dallas,US,Texas
70.121.191.85,San Antonio,US,Texas
107.77.217.152,Kirbyville,US,Texas
71.136.255.165,San Antonio,US,Texas
70.117.16.40,San Antonio,US,Texas
72.191.58.18,San Antonio,US,Texas
70.123.183.233,San Antonio,US,Texas
68.47.165.83,Knoxville,US,Tennessee
12.31.71.58,Greenville,US,South Carolina
68.227.97.247,Oklahoma City,US,Oklahoma
76.183.251.188,Laredo,US,Texas
72.191.50.129,San Antonio,US,Texas
172.87.153.157,Dallas,US,Texas
67.11.224.135,San Antonio,US,Texas
68.206.165.118,San Antonio,US,Texas
108.199.117.235,San Antonio,US,Texas
173.123.161.160,Canton,US,Mississippi
99.43.137.218,San Antonio,US,Texas
99.117.73.127,Schertz,US,Texas
72.169.80.141,Slaughterville,US,Oklahoma
104.182.14.96,Karnes City,US,Texas
45.16.112.177,San Antonio,US,Texas
136.50.36.192,San Antonio,US,Texas
173.239.232.43,Bridgeport,US,Connecticut
24.28.149.24,San Antonio,US,Texas
72.190.165.220,San Antonio,US,Texas
107.77.218.137,Houston,US,Texas
173.173.96.82,San Antonio,US,Texas
99.147.238.134,San Antonio,US,Texas
173.239.232.156,New York City,US,New York
174.207.4.2,Cleveland,US,Ohio
66.25.171.31,San Antonio,US,Texas
72.169.80.108,Easton,US,New Hampshire
24.243.3.85,San Antonio,US,Texas
107.77.217.110,Houston,US,Texas
162.211.71.82,San Antonio,US,Texas
108.93.10.214,San Antonio,US,Texas
70.123.210.135,San Antonio,US,Texas
174.207.18.107,Cleveland,US,Ohio
162.198.96.75,San Antonio,US,Texas
205.251.150.210,Houston,US,Texas
72.177.198.47,San Antonio,US,Texas
74.81.88.26,Houston,US,Texas
72.190.168.222,San Antonio,US,Texas
